Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.145.204,Gujarat,2021-03-14T17:43:21.145Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.250.145.204,Gujarat,2021-03-14T15:16:55.755Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:4450:a882:0:52:7e38:101,Delhi,2021-03-14T15:03:31.645Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.68.237.192,Rajasthan,2021-03-14T13:59:56.394Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.110,Gujarat,2021-03-14T08:01:20.327Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.249.234.110,Gujarat,2021-03-14T06:18:51.208Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.237.192,Rajasthan,2021-03-13T19:10:04.095Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.237.192,Rajasthan,2021-03-13T06:09:17.960Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:4458:ef20:0:40:35eb:c901,Uttar Pradesh,2021-03-13T05:46:26.545Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),110.225.86.162,Delhi,2021-03-12T20:30:39.355Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:4455:63e1:0:4d:6fbd:d501,Uttar Pradesh,2021-03-12T13:49:41.594Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.249.234.110,Gujarat,2021-03-12T09:04:45.217Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.237.192,Rajasthan,2021-03-12T08:48:17.745Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.237.192,Rajasthan,2021-03-12T08:12:07.065Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.110,Gujarat,2021-03-12T08:04:00.209Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:361d:d5d4:2:1:98a2:a29f,Gujarat,2021-03-12T07:39:56.127Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.249.161,Haryana,2021-03-12T05:26:46.816Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-03-12T04:23:21.629Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.217.159,Gujarat,2021-03-11T17:57:24.284Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-03-11T14:14:31.713Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.217.159,Gujarat,2021-03-11T10:55:52.924Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.249.161,Haryana,2021-03-11T04:40:13.884Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:414b:de10:3d36:1ae8:e9:7359,Haryana,2021-03-10T18:09:58.399Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.217.159,Gujarat,2021-03-10T09:56:51.609Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-03-10T09:56:04.536Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.217.159,Gujarat,2021-03-10T08:27:59.616Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.250.157.46,Gujarat,2021-03-09T17:21:16.448Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.250.157.46,Gujarat,2021-03-09T12:08:49.154Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.250.157.46,Gujarat,2021-03-09T07:16:00.805Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.250.157.46,Gujarat,2021-03-09T06:06:57.012Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-03-08T19:26:00.752Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),110.225.71.45,Delhi,2021-03-08T17:30:12.163Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.139.58,Gujarat,2021-03-08T16:46:19.521Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.49,Gujarat,2021-03-08T09:26:35.901Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.49,Gujarat,2021-03-08T08:22:32.685Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,27.61.222.222,Gujarat,2021-03-08T06:12:09.050Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.61,Gujarat,2021-03-08T01:41:06.332Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),110.225.80.107,Uttar Pradesh,2021-03-07T19:24:34.282Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.170.61,Gujarat,2021-03-07T17:53:58.866Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.61,Gujarat,2021-03-07T16:06:16.711Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.249.161,Haryana,2021-03-07T13:46:56.109Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),27.59.160.154,Telangana,2021-03-07T12:04:20.555Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:1950:90b2:1:0:1b04:8d2b,Gujarat,2021-03-07T11:23:02.043Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.250.145.63,Gujarat,2021-03-07T06:24:37.188Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.38.5,Telangana,2021-03-07T06:12:08.188Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.145.63,Gujarat,2021-03-07T05:15:14.123Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.151,Telangana,2021-03-06T19:00:18.700Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.151,Telangana,2021-03-06T17:03:47.221Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.250.145.63,Gujarat,2021-03-06T16:01:27.368Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.86.19.230,Gujarat,2021-03-06T08:16:07.739Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.230,Gujarat,2021-03-06T06:04:33.222Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.151,Telangana,2021-03-06T04:55:29.900Z
NFANDROID2-PRV-ACTOTT-SKYWOACT4K1007-11189-92E605482AE96BBA93BBC8D2D37C6C530711C7F83A6135D2A3E5AC69A266B882,IN,ACT ACTOTT Set Top Box,ACT ACTOTT Set Top Box,183.83.39.151,Telangana,2021-03-05T15:55:20.485Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.151,Telangana,2021-03-05T08:30:39.486Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.38.53,Telangana,2021-03-05T06:33:56.539Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.38.53,Telangana,2021-03-05T05:53:57.726Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.230,Gujarat,2021-03-04T18:27:28.011Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,183.83.38.53,Telangana,2021-03-04T16:14:10.004Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-03-04T09:32:12.369Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.38.53,Telangana,2021-03-04T06:16:14.081Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),27.59.196.131,Andhra Pradesh,2021-03-04T05:37:04.645Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.255,Telangana,2021-03-03T19:27:28.005Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.230,Gujarat,2021-03-03T16:16:11.371Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.38.184,Telangana,2021-03-03T12:43:59.719Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.236,Telangana,2021-03-03T06:45:22.975Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.217,Telangana,2021-03-02T18:12:17.016Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.230,Gujarat,2021-03-02T17:26:08.240Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.217,Telangana,2021-03-02T15:27:47.879Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.217,Telangana,2021-03-02T11:49:20.372Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-03-02T09:35:48.064Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.230,Gujarat,2021-03-02T08:35:45.930Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.27,Telangana,2021-03-02T08:15:19.213Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.150,Telangana,2021-03-02T06:27:26.053Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.150,Telangana,2021-03-02T06:18:34.352Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.230,Gujarat,2021-03-01T17:57:23.422Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.220,Telangana,2021-03-01T13:56:57.162Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.220,Telangana,2021-03-01T12:29:26.160Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.86.19.230,Gujarat,2021-03-01T11:24:19.860Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.86.19.225,Gujarat,2021-03-01T05:47:04.458Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-28T19:32:05.720Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.139.47,Gujarat,2021-02-28T18:28:01.786Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.250.139.47,Gujarat,2021-02-28T14:33:20.854Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.39.220,Telangana,2021-02-28T11:37:38.988Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.39.220,Telangana,2021-02-28T08:51:49.963Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.250.139.47,Gujarat,2021-02-28T07:39:59.810Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.38.166,Telangana,2021-02-28T07:17:18.506Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.38.166,Telangana,2021-02-28T04:18:39.800Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.38.175,Telangana,2021-02-27T23:22:01.276Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.233.96,Gujarat,2021-02-27T17:11:29.989Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,43.250.158.18,Gujarat,2021-02-27T10:33:03.947Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.250.158.18,Gujarat,2021-02-27T09:30:38.996Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.249.161,Haryana,2021-02-27T08:26:24.812Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.251.217.11,Gujarat,2021-02-27T06:54:59.248Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-26T20:56:35.402Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.249.161,Haryana,2021-02-26T18:32:44.323Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,183.83.38.175,Telangana,2021-02-26T17:33:19.263Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,103.240.204.9,Gujarat,2021-02-26T17:26:25.727Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.204.9,Gujarat,2021-02-26T16:46:25.836Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),183.83.38.175,Telangana,2021-02-26T15:34:18.174Z
NFCDFF-LX-GK8LLJWYUX7QDVR125FTUDLU65UE97,IN,Netflix Linux Firefox Other,Netflix Linux Firefox Other,183.83.38.175,Telangana,2021-02-26T14:26:04.851Z
NFANDROID1-PRV-P-L3-SAMSUSM-J600G-8158-09CA744BE3C79741B4205EF65B9D7F92D7595BF7BC4B1F60D799AC75A7392C54B,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:3614:52af:2:1:49fa:4122,Gujarat,2021-02-26T14:04:48.781Z
